+====================+===================+=========================================================================================================================================================================================+
| Launch Setup Clock | Launch Hold Clock | Pin                                                                                                                                                                                     |
+====================+===================+=========================================================================================================================================================================================+
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/axi_b_channel_0/bid_fifo_0/cnt_read_reg[2]/D                                                                                                      |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/axi_b_channel_0/bid_fifo_0/cnt_read_reg[1]/D                                                                                                      |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/axi_b_channel_0/bid_fifo_0/cnt_read_reg[3]/D                                                                                                      |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/WORD_LANE[0].USE_ALWAYS_PACKER.BYTE_LANE[12].USE_RTL_DATA.USE_REGISTER.M_AXI_WDATA_I_reg[96]/D   |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/axi_b_channel_0/bid_fifo_0/cnt_read_reg[0]/CE                                                                                                     |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/axi_b_channel_0/bid_fifo_0/cnt_read_reg[1]/CE                                                                                                     |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/axi_b_channel_0/bid_fifo_0/cnt_read_reg[2]/CE                                                                                                     |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/axi_b_channel_0/bid_fifo_0/cnt_read_reg[3]/CE                                                                                                     |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/WORD_LANE[0].USE_ALWAYS_PACKER.BYTE_LANE[14].USE_RTL_DATA.USE_REGISTER.M_AXI_WDATA_I_reg[115]/D  |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/WORD_LANE[0].USE_ALWAYS_PACKER.BYTE_LANE[7].USE_RTL_DATA.USE_REGISTER.M_AXI_WDATA_I_reg[58]/D    |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/WORD_LANE[0].USE_ALWAYS_PACKER.BYTE_LANE[7].USE_RTL_DATA.USE_REGISTER.M_AXI_WDATA_I_reg[61]/D    |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/WORD_LANE[0].USE_ALWAYS_PACKER.BYTE_LANE[15].USE_RTL_DATA.USE_REGISTER.M_AXI_WDATA_I_reg[127]/D  |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/WORD_LANE[0].USE_ALWAYS_PACKER.BYTE_LANE[5].USE_RTL_DATA.USE_REGISTER.M_AXI_WDATA_I_reg[47]/D    |
| mmcm_clkout0       | m_axi_aclk        | mig_gen.ddr4c/MCB_inst/inst/u_ddr_axi/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/WORD_LANE[0].USE_ALWAYS_PACKER.BYTE_LANE[14].USE_RTL_DATA.USE_REGISTER.M_AXI_WDATA_I_reg[112]/D  |
